x_pre;x_post;y_pre;y_post;r_pre;r_post;sz_pre;sz_post
476.5;476.5;754.5;756.5;6.900000095367432;6.900000095367432;0.0;0.0
250.5;250.5;753.5;756.5;6.599999904632568;6.900000095367432;0.0;0.0
295.5;295.5;753.5;756.5;6.900000095367432;6.900000095367432;0.0;0.0
160.5;160.5;752.5;755.5;6.199999809265137;6.900000095367432;0.0;0.0
340.5;340.5;753.5;756.5;6.199999809265137;6.900000095367432;0.0;0.0
24.5;24.5;752.5;754.5;6.199999809265137;6.900000095367432;0.0;0.0
69.5;69.5;752.5;754.5;6.900000095367432;6.199999809265137;0.0;0.0
566.5;567.5;754.5;757.5;6.900000095367432;7.400000095367432;0.0;0.0
431.5;431.5;754.5;756.5;22.899999618530273;22.899999618530273;1.0;1.0
205.5;205.5;753.5;756.5;22.899999618530273;21.799999237060547;1.0;1.0
