x_pre;x_post;y_pre;y_post;r_pre;r_post;sz_pre;sz_post
267.5;267.5;614.5;616.5;6.199999809265137;6.900000095367432;0.0;0.0
313.5;312.5;614.5;616.5;6.900000095367432;6.900000095367432;0.0;0.0
449.5;448.5;615.5;617.5;6.199999809265137;6.900000095367432;0.0;0.0
86.5;86.5;613.5;615.5;6.199999809265137;7.0;0.0;0.0
41.5;41.5;612.5;614.5;6.199999809265137;6.199999809265137;0.0;0.0
494.5;493.5;615.5;617.5;6.900000095367432;7.0;0.0;0.0
403.5;403.5;614.5;617.5;6.199999809265137;6.199999809265137;0.0;0.0
539.5;539.5;615.5;617.5;6.900000095367432;6.199999809265137;0.0;0.0
177.5;176.5;613.5;615.5;6.900000095367432;6.199999809265137;0.0;0.0
222.5;222.5;613.5;616.5;6.199999809265137;6.199999809265137;0.0;0.0
132.5;131.5;613.5;615.5;23.0;22.899999618530273;1.0;1.0
358.5;358.5;614.5;616.5;22.899999618530273;22.100000381469727;1.0;1.0
584.5;584.5;615.5;617.5;22.700000762939453;22.100000381469727;1.0;1.0
