x_pre;x_post;y_pre;y_post;r_pre;r_post;sz_pre;sz_post
48.5;45.5;712.5;706.5;6.900000095367432;6.900000095367432;0.0;0.0
365.5;362.5;714.5;709.5;6.199999809265137;6.900000095367432;0.0;0.0
410.5;407.5;714.5;709.5;6.900000095367432;6.900000095367432;0.0;0.0
274.5;271.5;713.5;708.5;6.900000095367432;6.900000095367432;0.0;0.0
184.5;181.5;713.5;707.5;6.199999809265137;6.199999809265137;0.0;0.0
545.5;543.5;714.5;710.5;6.199999809265137;6.199999809265137;0.0;0.0
138.5;136.5;712.5;707.5;6.199999809265137;6.0;0.0;0.0
500.5;497.5;714.5;710.5;6.900000095367432;7.0;0.0;0.0
93.5;90.5;712.5;707.5;6.900000095367432;6.199999809265137;0.0;0.0
591.5;588.5;714.5;710.5;6.199999809265137;6.199999809265137;0.0;0.0
319.5;317.5;713.5;709.5;6.199999809265137;6.199999809265137;0.0;0.0
229.5;226.5;713.5;708.5;23.0;22.899999618530273;1.0;1.0
455.5;452.5;714.5;710.5;22.700000762939453;23.0;1.0;1.0
