x_pre;x_post;y_pre;y_post;r_pre;r_post;sz_pre;sz_post
409.5;412.5;651.5;648.5;6.199999809265137;6.599999904632568;0.0;0.0
364.5;367.5;651.5;648.5;7.0;6.900000095367432;0.0;0.0
455.5;457.5;651.5;648.5;6.900000095367432;6.900000095367432;0.0;0.0
183.5;186.5;650.5;648.5;6.900000095367432;6.900000095367432;0.0;0.0
138.5;95.5;650.5;648.5;6.900000095367432;6.900000095367432;0.0;0.0
228.5;231.5;650.5;648.5;6.900000095367432;6.900000095367432;0.0;0.0
3.5;5.5;649.5;648.5;6.5;6.599999904632568;0.0;0.0
319.5;321.5;650.5;648.5;6.900000095367432;7.0;0.0;0.0
48.5;50.5;649.5;648.5;22.899999618530273;22.5;1.0;1.0
274.5;276.5;650.5;648.5;23.0;22.700000762939453;1.0;1.0
500.5;502.5;651.5;648.5;22.700000762939453;23.0;1.0;1.0
