x_pre;x_post;y_pre;y_post;r_pre;r_post;sz_pre;sz_post
38.5;37.5;624.5;621.5;6.900000095367432;6.900000095367432;0.0;0.0
536.5;535.5;626.5;624.5;6.900000095367432;7.0;0.0;0.0
445.5;444.5;626.5;624.5;6.199999809265137;6.199999809265137;0.0;0.0
491.5;489.5;626.5;624.5;6.199999809265137;6.199999809265137;0.0;0.0
219.5;218.5;625.5;622.5;7.0;6.199999809265137;0.0;0.0
310.5;308.5;625.5;623.5;7.0;7.0;0.0;0.0
83.5;82.5;624.5;621.5;7.0;6.199999809265137;0.0;0.0
264.5;263.5;625.5;623.5;7.0;7.0;0.0;0.0
400.5;399.5;625.5;623.5;6.199999809265137;7.0;0.0;0.0
174.5;172.5;624.5;622.5;6.199999809265137;6.199999809265137;0.0;0.0
355.5;354.5;625.5;623.5;23.0;23.0;1.0;1.0
129.5;127.5;624.5;622.5;22.100000381469727;23.0;1.0;1.0
581.5;580.5;626.5;624.5;22.700000762939453;23.0;1.0;1.0
