x_pre;x_post;y_pre;y_post;r_pre;r_post;sz_pre;sz_post
138.5;136.5;712.5;707.5;7.0;6.900000095367432;0.0;0.0
183.5;181.5;713.5;707.5;6.900000095367432;6.900000095367432;0.0;0.0
590.5;588.5;715.5;710.5;6.199999809265137;6.900000095367432;0.0;0.0
545.5;543.5;714.5;710.5;7.0;6.900000095367432;0.0;0.0
319.5;317.5;713.5;708.5;7.0;6.900000095367432;0.0;0.0
500.5;498.5;714.5;710.5;6.900000095367432;6.199999809265137;0.0;0.0
364.5;362.5;714.5;709.5;7.0;7.0;0.0;0.0
410.5;407.5;714.5;709.5;6.199999809265137;7.0;0.0;0.0
48.5;45.5;712.5;706.5;6.199999809265137;6.0;0.0;0.0
274.5;272.5;713.5;708.5;6.900000095367432;7.0;0.0;0.0
93.5;91.5;712.5;706.5;6.900000095367432;6.199999809265137;0.0;0.0
229.5;226.5;713.5;708.5;22.100000381469727;22.100000381469727;1.0;1.0
455.5;452.5;714.5;709.5;23.0;22.100000381469727;1.0;1.0
3.5;1.5;712.5;706.5;22.0;21.799999237060547;1.0;1.0
