x_pre;x_post;y_pre;y_post;r_pre;r_post;sz_pre;sz_post
120.5;119.5;629.5;628.5;6.900000095367432;6.900000095367432;0.0;0.0
301.5;300.5;630.5;629.5;6.900000095367432;6.900000095367432;0.0;0.0
437.5;436.5;631.5;630.5;6.199999809265137;6.900000095367432;0.0;0.0
482.5;481.5;631.5;630.5;6.900000095367432;6.900000095367432;0.0;0.0
210.5;209.5;630.5;629.5;7.0;6.199999809265137;0.0;0.0
527.5;526.5;631.5;631.5;6.900000095367432;6.199999809265137;0.0;0.0
256.5;255.5;630.5;629.5;7.0;7.0;0.0;0.0
29.5;28.5;629.5;628.5;6.199999809265137;6.199999809265137;0.0;0.0
75.5;74.5;629.5;628.5;7.0;7.0;0.0;0.0
346.5;345.5;630.5;630.5;6.900000095367432;7.0;0.0;0.0
572.5;571.5;631.5;631.5;6.900000095367432;7.0;0.0;0.0
391.5;391.5;630.5;630.5;22.100000381469727;22.100000381469727;1.0;1.0
165.5;164.5;629.5;629.5;23.0;22.100000381469727;1.0;1.0
