x_pre;x_post;y_pre;y_post;r_pre;r_post;sz_pre;sz_post
317.5;314.5;724.5;716.5;6.199999809265137;6.900000095367432;0.0;0.0
136.5;133.5;724.5;715.5;6.199999809265137;6.900000095367432;0.0;0.0
497.5;495.5;725.5;717.5;7.0;6.900000095367432;0.0;0.0
45.5;43.5;723.5;714.5;6.900000095367432;6.900000095367432;0.0;0.0
181.5;178.5;724.5;715.5;6.900000095367432;6.900000095367432;0.0;0.0
271.5;269.5;724.5;716.5;6.199999809265137;6.900000095367432;0.0;0.0
588.5;585.5;725.5;718.5;6.199999809265137;6.900000095367432;0.0;0.0
362.5;359.5;725.5;716.5;6.199999809265137;6.199999809265137;0.0;0.0
543.5;540.5;725.5;717.5;6.199999809265137;6.199999809265137;0.0;0.0
90.5;88.5;723.5;714.5;6.199999809265137;7.0;0.0;0.0
407.5;404.5;725.5;717.5;6.900000095367432;6.199999809265137;0.0;0.0
452.5;450.5;725.5;717.5;23.0;23.0;1.0;1.0
226.5;223.5;724.5;716.5;22.700000762939453;22.299999237060547;1.0;1.0
