x_pre;x_post;y_pre;y_post;r_pre;r_post;sz_pre;sz_post
542.5;537.5;621.5;614.5;6.900000095367432;6.900000095367432;0.0;0.0
225.5;220.5;621.5;612.5;6.199999809265137;6.900000095367432;0.0;0.0
497.5;492.5;621.5;614.5;6.900000095367432;6.900000095367432;0.0;0.0
45.5;39.5;620.5;610.5;6.199999809265137;6.199999809265137;0.0;0.0
407.5;401.5;621.5;613.5;6.199999809265137;7.0;0.0;0.0
180.5;175.5;621.5;611.5;6.199999809265137;6.199999809265137;0.0;0.0
271.5;265.5;621.5;612.5;6.199999809265137;6.199999809265137;0.0;0.0
90.5;84.5;620.5;611.5;6.199999809265137;6.199999809265137;0.0;0.0
316.5;311.5;621.5;612.5;6.900000095367432;6.199999809265137;0.0;0.0
452.5;446.5;621.5;613.5;6.900000095367432;6.199999809265137;0.0;0.0
135.5;130.5;620.5;611.5;23.0;23.0;1.0;1.0
361.5;356.5;621.5;613.5;23.0;23.0;1.0;1.0
588.5;582.5;621.5;614.5;23.200000762939453;23.0;1.0;1.0
